Client_Name,Client_Type,Completeness_Documents,Frequency_Update,Incident_History,Complaints,Income,Operational_Risk,Last_KYC_Update,Next_KYC_Update,KYC_Status,Document_Type,Document_Issue_Date,Document_Expiry_Date,Document_Status
Cliente_4123,individual,partial,stale,none,0,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_4124,corporate,partial,recent,major,3,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_4125,corporate,complete,stale,none,0,low,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_4126,individual,missing,stale,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4127,individual,complete,stale,minor,0,high,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_4128,corporate,partial,recent,none,7,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_4129,individual,partial,stale,major,1,low,high,2023-02-14,2024-02-14,Atrasado,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_4130,individual,missing,recent,none,3,high,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4131,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_4132,individual,partial,recent,none,3,low,low,2026-02-14,2031-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_4133,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4134,individual,complete,recent,none,1,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_4135,individual,partial,stale,none,1,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_4136,individual,complete,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_4137,corporate,partial,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_4138,individual,complete,recent,none,1,medium,low,2026-02-14,2031-02-14,Em dia,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_4139,individual,complete,stale,minor,1,low,medium,2024-02-14,2026-02-14,A vencer,CNI,2023-02-14,2028-02-14,Válido
Cliente_4140,individual,partial,stale,minor,1,medium,medium,2026-02-14,2028-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_4141,individual,complete,recent,major,1,medium,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4142,individual,complete,stale,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_4143,individual,missing,stale,none,1,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_4144,corporate,complete,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_4145,corporate,partial,stale,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_4146,individual,complete,stale,none,1,low,low,2024-02-14,2029-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_4147,individual,complete,stale,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4148,individual,complete,recent,minor,2,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_4149,corporate,complete,recent,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_4150,corporate,complete,recent,minor,0,medium,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_4151,individual,complete,stale,none,2,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_4152,individual,complete,never,none,0,high,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_4153,corporate,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4154,individual,complete,recent,none,2,medium,low,2022-02-14,2027-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_4155,individual,complete,stale,major,0,low,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4156,individual,complete,never,none,1,low,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4157,individual,missing,never,none,0,medium,high,2025-02-14,2026-02-14,A vencer,CNI,2019-02-14,2024-02-14,Expirado
Cliente_4158,corporate,partial,stale,none,3,medium,medium,2024-02-14,2026-02-14,A vencer,BI,2019-02-14,2024-02-14,Expirado
Cliente_4159,vip,partial,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_4160,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_4161,individual,missing,recent,none,1,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_4162,individual,partial,recent,none,0,high,low,2025-02-14,2030-02-14,Em dia,BI,2022-02-14,2027-02-14,Válido
Cliente_4163,individual,partial,stale,none,4,low,medium,2020-02-14,2022-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_4164,individual,complete,recent,none,0,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_4165,individual,missing,recent,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,BI,2023-02-14,2028-02-14,Válido
Cliente_4166,individual,partial,recent,none,0,high,low,2025-02-14,2030-02-14,Em dia,CNI,2019-02-14,2024-02-14,Expirado
Cliente_4167,individual,partial,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_4168,individual,complete,never,none,0,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_4169,individual,complete,recent,none,1,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4170,individual,complete,recent,none,0,medium,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4171,individual,complete,stale,none,1,medium,low,2023-02-14,2028-02-14,Em dia,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4172,vip,partial,recent,minor,2,medium,medium,2026-02-14,2028-02-14,Em dia,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_4173,individual,complete,stale,none,1,high,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_4174,individual,complete,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2024-02-14,2029-02-14,Válido
Cliente_4175,corporate,complete,never,none,2,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4176,vip,complete,never,none,1,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_4177,individual,complete,recent,none,1,high,low,2022-02-14,2027-02-14,Em dia,CNI,2018-02-14,2023-02-14,Expirado
Cliente_4178,corporate,partial,stale,none,1,medium,medium,2023-02-14,2025-02-14,Atrasado,CNI,2022-02-14,2027-02-14,Válido
Cliente_4179,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4180,individual,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_4181,individual,complete,recent,none,0,medium,low,2021-02-14,2026-02-14,A vencer,BI,2016-02-14,2021-02-14,Expirado
Cliente_4182,individual,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4183,individual,complete,never,minor,1,low,medium,2025-02-14,2027-02-14,Em dia,CNI,2024-02-14,2029-02-14,Válido
Cliente_4184,individual,partial,recent,major,0,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_4185,individual,partial,stale,minor,2,low,medium,2020-02-14,2022-02-14,Atrasado,BI,2025-02-14,2030-02-14,Válido
Cliente_4186,individual,partial,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_4187,individual,partial,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4188,individual,complete,never,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4189,individual,missing,recent,none,0,low,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4190,corporate,partial,stale,none,0,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2019-02-14,2024-02-14,Expirado
Cliente_4191,corporate,missing,recent,none,0,medium,medium,2026-02-14,2028-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_4192,corporate,complete,recent,major,1,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_4193,individual,missing,recent,none,2,medium,medium,2020-02-14,2022-02-14,Atrasado,CNI,2024-02-14,2029-02-14,Válido
Cliente_4194,corporate,partial,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,BI,2023-02-14,2028-02-14,Válido
Cliente_4195,individual,partial,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_4196,individual,complete,recent,major,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_4197,individual,partial,recent,none,2,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_4198,individual,missing,stale,none,0,medium,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_4199,individual,partial,stale,none,0,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4200,individual,complete,stale,none,1,medium,low,2026-02-14,2031-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_4201,corporate,missing,recent,none,0,high,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_4202,individual,complete,never,none,2,low,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2019-02-14,2024-02-14,Expirado
Cliente_4203,individual,complete,stale,minor,2,low,medium,2020-02-14,2022-02-14,Atrasado,BI,2018-02-14,2023-02-14,Expirado
Cliente_4204,vip,complete,never,none,3,low,medium,2023-02-14,2025-02-14,Atrasado,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4205,individual,missing,never,none,1,low,high,2022-02-14,2023-02-14,Atrasado,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4206,individual,complete,stale,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_4207,individual,complete,recent,major,1,medium,medium,2024-02-14,2026-02-14,A vencer,CNI,2025-02-14,2030-02-14,Válido
Cliente_4208,individual,partial,never,major,1,low,high,2022-02-14,2023-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4209,individual,partial,never,none,1,low,medium,2023-02-14,2025-02-14,Atrasado,CNI,2020-02-14,2025-02-14,Expirado
Cliente_4210,individual,complete,recent,major,1,low,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_4211,individual,missing,recent,none,0,high,medium,2023-02-14,2025-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_4212,individual,missing,never,none,2,medium,high,2022-02-14,2023-02-14,Atrasado,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_4213,individual,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4214,individual,complete,never,none,1,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4215,individual,complete,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4216,corporate,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4217,individual,complete,recent,minor,0,high,low,2023-02-14,2028-02-14,Em dia,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_4218,individual,missing,recent,none,2,medium,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_4219,individual,partial,recent,none,0,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_4220,individual,complete,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,BI,2022-02-14,2027-02-14,Válido
Cliente_4221,individual,complete,stale,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_4222,individual,complete,never,major,2,low,high,2021-02-14,2022-02-14,Atrasado,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_4223,corporate,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4224,corporate,complete,stale,major,1,medium,medium,2024-02-14,2026-02-14,A vencer,CNI,2016-02-14,2021-02-14,Expirado
Cliente_4225,individual,partial,stale,none,1,low,medium,2022-02-14,2024-02-14,Atrasado,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_4226,corporate,missing,stale,none,0,low,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_4227,individual,complete,stale,none,2,medium,low,2026-02-14,2031-02-14,Em dia,Passaporte,2019-02-14,2024-02-14,Expirado
Cliente_4228,individual,partial,recent,none,2,high,low,2021-02-14,2026-02-14,A vencer,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4229,individual,complete,recent,none,0,high,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_4230,individual,partial,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_4231,corporate,complete,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_4232,individual,complete,stale,none,0,medium,low,2025-02-14,2030-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_4233,individual,missing,recent,none,2,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_4234,corporate,complete,never,none,2,high,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4235,individual,partial,never,none,3,high,medium,2025-02-14,2027-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_4236,individual,complete,never,none,0,medium,medium,2024-02-14,2026-02-14,A vencer,CNI,2022-02-14,2027-02-14,Válido
Cliente_4237,individual,complete,never,none,2,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_4238,corporate,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_4239,corporate,complete,stale,minor,1,low,medium,2022-02-14,2024-02-14,Atrasado,CNI,2017-02-14,2022-02-14,Expirado
Cliente_4240,individual,partial,recent,minor,0,medium,medium,2023-02-14,2025-02-14,Atrasado,CNI,2023-02-14,2028-02-14,Válido
Cliente_4241,individual,complete,never,none,0,low,medium,2023-02-14,2025-02-14,Atrasado,BI,2019-02-14,2024-02-14,Expirado
Cliente_4242,individual,partial,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_4243,corporate,partial,never,none,2,medium,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_4244,individual,partial,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_4245,individual,complete,stale,major,1,high,medium,2023-02-14,2025-02-14,Atrasado,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_4246,corporate,missing,recent,major,0,medium,high,2023-02-14,2024-02-14,Atrasado,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_4247,individual,complete,recent,minor,1,high,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_4248,individual,complete,stale,none,5,high,low,2023-02-14,2028-02-14,Em dia,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_4249,individual,complete,recent,major,1,low,medium,2021-02-14,2023-02-14,Atrasado,CNI,2017-02-14,2022-02-14,Expirado
Cliente_4250,vip,complete,never,none,3,low,medium,2022-02-14,2024-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_4251,individual,complete,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,CNI,2023-02-14,2028-02-14,Válido
Cliente_4252,individual,partial,never,none,1,medium,medium,2021-02-14,2023-02-14,Atrasado,CNI,2022-02-14,2027-02-14,Válido
Cliente_4253,individual,complete,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_4254,individual,complete,never,none,0,high,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4255,individual,partial,never,none,1,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_4256,individual,complete,never,none,0,medium,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_4257,vip,complete,recent,minor,3,high,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_4258,individual,complete,never,none,1,medium,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_4259,individual,partial,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_4260,individual,complete,recent,none,1,medium,low,2024-02-14,2029-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_4261,individual,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_4262,corporate,complete,never,major,2,low,high,2023-02-14,2024-02-14,Atrasado,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_4263,individual,partial,recent,none,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_4264,individual,partial,never,none,1,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_4265,individual,partial,stale,minor,1,medium,medium,2020-02-14,2022-02-14,Atrasado,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4266,individual,complete,recent,minor,1,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_4267,individual,complete,never,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_4268,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_4269,corporate,complete,never,none,1,low,medium,2025-02-14,2027-02-14,Em dia,BI,2026-02-14,2031-02-14,Válido
Cliente_4270,corporate,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_4271,individual,complete,stale,none,0,low,low,2020-02-14,2025-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_4272,vip,complete,recent,major,1,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_4273,individual,partial,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_4274,individual,complete,recent,none,2,high,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_4275,individual,partial,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_4276,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_4277,individual,complete,recent,minor,1,low,low,2023-02-14,2028-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_4278,individual,complete,recent,none,1,high,low,2021-02-14,2026-02-14,A vencer,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4279,individual,complete,stale,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_4280,individual,complete,stale,none,0,medium,low,2023-02-14,2028-02-14,Em dia,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_4281,individual,complete,never,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_4282,corporate,missing,stale,major,0,low,high,2020-02-14,2021-02-14,Atrasado,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_4283,individual,partial,stale,none,0,low,medium,2023-02-14,2025-02-14,Atrasado,BI,2019-02-14,2024-02-14,Expirado
Cliente_4284,individual,complete,stale,none,2,high,low,2023-02-14,2028-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_4285,individual,partial,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_4286,individual,partial,stale,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,BI,2023-02-14,2028-02-14,Válido
Cliente_4287,corporate,partial,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_4288,individual,partial,never,none,0,medium,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_4289,individual,complete,stale,minor,1,low,medium,2020-02-14,2022-02-14,Atrasado,CNI,2019-02-14,2024-02-14,Expirado
Cliente_4290,corporate,complete,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_4291,individual,complete,stale,none,0,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_4292,individual,complete,recent,major,1,high,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_4293,individual,complete,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_4294,corporate,complete,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_4295,individual,missing,stale,major,1,low,high,2025-02-14,2026-02-14,A vencer,BI,2017-02-14,2022-02-14,Expirado
Cliente_4296,individual,missing,stale,none,0,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2017-02-14,2022-02-14,Expirado
Cliente_4297,individual,partial,never,none,2,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_4298,individual,partial,recent,none,0,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_4299,individual,missing,stale,none,3,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_4300,individual,complete,stale,none,3,low,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_4301,individual,complete,recent,none,0,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_4302,corporate,complete,stale,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_4303,corporate,partial,recent,major,1,medium,medium,2020-02-14,2022-02-14,Atrasado,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_4304,individual,complete,recent,none,0,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_4305,corporate,partial,recent,none,1,high,low,2023-02-14,2028-02-14,Em dia,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_4306,individual,complete,stale,none,2,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_4307,individual,complete,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_4308,individual,partial,recent,none,4,high,low,2026-02-14,2031-02-14,Em dia,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_4309,corporate,complete,recent,minor,4,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_4310,corporate,complete,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_4311,individual,complete,recent,none,2,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_4312,corporate,complete,recent,none,3,high,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_4313,individual,partial,stale,none,2,low,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_4314,corporate,complete,recent,none,3,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_4315,vip,complete,stale,none,1,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2019-02-14,2024-02-14,Expirado
Cliente_4316,individual,complete,stale,major,2,low,medium,2022-02-14,2024-02-14,Atrasado,BI,2017-02-14,2022-02-14,Expirado
Cliente_4317,corporate,partial,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
